,Unnamed: 0,age,monthly_income,sex,education,product,quality,purchased
71,71,26,54,0,0,2,1,1
72,72,21,41,0,0,2,1,1
73,73,24,44,1,0,2,1,1
74,74,28,43,1,0,2,1,1
75,75,30,47,0,0,2,1,1
76,76,21,45,1,0,2,1,1
77,77,25,50,1,0,2,1,1
78,78,25,45,0,0,2,1,1
79,79,25,52,0,0,2,1,1
80,80,22,56,0,0,2,1,1
81,81,23,42,0,0,2,1,1
82,82,21,51,0,0,2,1,1
83,83,19,52,0,0,2,1,1
84,84,21,51,0,0,2,1,1
85,85,28,56,0,0,2,1,1
86,86,25,53,0,0,2,1,1
87,87,25,43,0,0,2,1,1
88,88,23,48,0,0,2,1,1
89,89,27,50,0,0,2,1,1
90,90,23,60,0,0,2,1,1
91,91,21,50,0,0,2,1,1
92,92,19,43,0,0,2,1,1
93,93,22,59,0,0,2,1,1
94,94,19,47,1,0,2,1,1
95,95,27,40,1,0,2,1,1
96,96,18,55,1,0,2,1,1
97,97,25,43,1,0,2,1,1
98,98,30,55,1,0,2,1,1
99,99,26,53,0,0,2,1,1
100,100,21,63,0,0,2,1,1
101,101,24,77,0,0,2,1,1
102,102,20,62,1,0,2,1,1
103,103,24,74,0,0,2,1,1
104,104,21,66,0,0,2,1,1
105,105,30,65,0,0,2,1,1
106,106,28,61,1,0,2,1,1
107,107,23,78,0,0,2,1,1
108,108,30,61,1,0,2,1,1
109,109,27,77,0,0,2,1,1
110,110,20,70,1,0,2,1,1
111,111,19,79,0,0,2,1,1
112,112,21,79,1,0,2,1,1
113,113,24,65,0,0,2,1,1
114,114,23,68,0,0,2,1,1
115,115,22,73,0,0,2,1,1
116,116,18,73,0,0,2,1,1
117,117,25,73,1,0,2,1,1
118,118,21,62,0,0,2,1,1
119,119,30,80,0,0,2,1,1
120,120,23,75,0,0,2,1,1
121,121,30,79,0,0,2,1,1
122,122,22,71,0,0,2,1,1
123,123,18,63,0,0,2,1,1
124,124,27,72,0,0,2,1,1
125,125,29,71,0,0,2,1,1
126,126,21,78,1,0,2,1,1
127,127,23,68,0,0,2,1,1
128,128,25,69,1,0,2,1,1
129,129,28,78,1,0,2,1,1
130,130,20,64,0,0,2,1,1
131,131,20,65,0,0,2,1,1
132,132,24,80,0,0,2,1,1
133,133,27,69,0,0,2,1,1
134,134,18,71,0,0,2,1,1
135,135,20,78,0,0,2,1,1
136,136,27,68,1,0,2,1,1
137,137,29,60,1,0,2,1,1
138,138,19,80,0,0,2,1,1
139,139,22,61,1,0,2,1,1
140,140,29,79,0,0,2,1,1
141,141,29,80,0,0,2,1,1
142,142,20,77,0,0,2,1,1
143,143,23,61,0,0,2,1,1
144,144,28,80,0,0,2,1,1
145,145,27,78,0,0,2,1,1
146,146,21,68,0,0,2,1,1
147,147,28,67,0,0,2,1,1
148,148,25,66,0,0,2,1,1
149,149,20,65,0,0,2,1,1
150,150,30,67,0,0,2,1,1
151,151,23,78,1,0,2,1,1
152,152,21,69,0,0,2,1,1
153,153,26,61,0,0,2,1,1
154,154,19,61,1,0,2,1,1
155,155,19,67,1,0,2,1,1
156,156,24,64,1,0,2,1,1
157,157,25,78,0,0,2,1,1
158,158,30,70,0,0,2,1,1
159,159,23,69,0,0,2,1,1
160,160,25,62,0,0,2,1,1
161,161,19,62,0,0,2,1,1
162,162,18,69,1,0,2,1,1
163,163,19,74,0,0,2,1,1
164,164,19,60,0,0,2,1,1
165,165,22,79,0,0,2,1,1
166,166,30,60,0,0,2,1,1
167,167,28,64,1,0,2,1,1
168,168,19,67,0,0,2,1,1
169,169,27,71,0,0,2,1,1
170,170,30,65,0,0,2,1,1
171,171,25,69,0,0,2,1,1
172,172,27,77,0,0,2,1,1
173,173,27,75,0,0,2,1,1
174,174,20,74,1,0,2,1,1
175,175,30,71,0,0,2,1,1
176,176,20,70,0,0,2,1,1
177,177,22,77,0,0,2,1,1
178,178,22,75,0,0,2,1,1
179,179,20,76,0,0,2,1,1
180,180,21,64,0,0,2,1,1
181,181,25,76,0,0,2,1,1
182,182,29,80,0,0,2,1,1
183,183,20,63,0,0,2,1,1
184,184,18,70,1,0,2,1,1
185,185,26,77,0,0,2,1,1
186,186,27,75,0,0,2,1,1
187,187,24,72,0,0,2,1,1
188,188,30,66,0,0,2,1,1
189,189,26,78,0,0,2,1,1
190,190,20,76,0,0,2,1,1
191,191,28,63,0,0,2,1,1
192,192,20,66,1,0,2,1,1
193,193,21,73,0,0,2,1,1
194,194,26,64,1,0,2,1,1
195,195,29,79,0,0,2,1,1
196,196,18,65,1,0,2,1,1
197,197,26,79,0,0,2,1,1
198,198,26,61,0,0,2,1,1
199,199,19,60,0,0,2,1,1
200,200,37,69,0,0,2,1,1
201,201,42,65,0,0,2,1,1
202,202,41,65,0,0,2,1,1
203,203,44,69,0,0,2,1,1
204,204,47,71,0,0,2,1,1
205,205,30,69,1,0,2,1,1
206,206,50,72,0,0,2,1,1
207,207,48,64,0,0,2,1,1
208,208,34,64,0,0,2,1,1
209,209,40,72,0,0,2,1,1
210,210,47,61,1,0,2,1,1
211,211,50,69,0,0,2,1,1
212,212,42,73,1,0,2,1,1
213,213,33,63,0,0,2,1,1
214,214,43,70,0,0,2,1,1
215,215,47,74,0,0,2,1,1
216,216,33,77,0,0,2,1,1
217,217,48,73,0,0,2,1,1
218,218,33,75,0,0,2,1,1
219,219,40,79,0,0,2,1,1
220,220,41,60,0,0,2,1,1
221,221,49,72,0,0,2,1,1
222,222,47,75,0,0,2,1,1
223,223,35,69,0,0,2,1,1
224,224,30,66,0,0,2,1,1
225,225,41,73,1,0,2,1,1
226,226,47,62,0,0,2,1,1
227,227,47,73,0,0,2,1,1
228,228,46,66,0,0,2,1,1
229,229,36,79,0,0,2,1,1
230,230,32,73,0,0,2,1,1
231,231,42,61,0,0,2,1,1
232,232,36,79,0,0,2,1,1
233,233,34,75,1,0,2,1,1
234,234,40,65,1,0,2,1,1
235,235,45,78,0,0,2,1,1
236,236,50,73,0,0,2,1,1
237,237,44,70,0,0,2,1,1
238,238,37,68,0,0,2,1,1
239,239,41,78,1,0,2,1,1
240,240,47,60,0,0,2,1,1
241,241,39,63,0,0,2,1,1
242,242,38,63,1,0,2,1,1
243,243,34,66,0,0,2,1,1
244,244,44,74,0,0,2,1,1
245,245,31,60,0,0,2,1,1
246,246,39,74,0,0,2,1,1
247,247,45,60,0,0,2,1,1
248,248,40,64,1,0,2,1,1
249,249,39,80,1,0,2,1,1
250,250,48,76,0,0,2,1,1
251,251,43,80,0,0,2,1,1
252,252,38,77,0,0,2,1,1
253,253,32,67,0,0,2,1,1
254,254,40,62,0,0,2,1,1
255,255,49,74,0,0,2,1,1
256,256,34,64,0,0,2,1,1
257,257,44,78,0,0,2,1,1
258,258,31,78,0,0,2,1,1
259,259,46,77,1,0,2,1,1
260,260,42,60,1,0,2,1,1
261,261,45,64,0,0,2,1,1
262,262,31,72,0,0,2,1,1
263,263,34,60,0,0,2,1,1
264,264,48,77,0,0,2,1,1
265,265,46,66,0,0,2,1,1
266,266,37,65,0,0,2,1,1
267,267,50,75,0,0,2,1,1
268,268,34,63,1,0,2,1,1
269,269,30,74,0,0,2,1,1
270,270,46,60,0,0,2,1,1
271,271,31,63,0,0,2,1,1
272,272,38,64,0,0,2,1,1
273,273,46,71,0,0,2,1,1
274,274,40,63,1,0,2,1,1
275,275,36,65,0,0,2,1,1
276,276,45,72,1,0,2,1,1
277,277,50,70,0,0,2,1,1
278,278,38,75,0,0,2,1,1
279,279,32,80,0,0,2,1,1
280,280,42,75,0,0,2,1,1
281,281,31,79,0,0,2,1,1
282,282,42,61,1,0,2,1,1
283,283,35,74,0,0,2,1,1
284,284,37,74,0,0,2,1,1
285,285,46,69,0,0,2,1,1
286,286,32,69,0,0,2,1,1
287,287,39,67,0,0,2,1,1
288,288,39,63,0,0,2,1,1
289,289,33,65,0,0,2,1,1
290,290,48,76,0,0,2,1,1
291,291,45,65,0,0,2,1,1
292,292,33,71,0,0,2,1,1
293,293,32,71,0,0,2,1,1
294,294,42,69,0,0,2,1,1
295,295,36,72,0,0,2,1,1
296,296,47,73,0,0,2,1,1
297,297,50,79,0,0,2,1,1
298,298,35,69,0,0,2,1,1
299,299,46,68,0,0,2,1,1
300,300,44,62,0,0,2,1,1
301,301,50,61,1,0,2,1,1
302,302,47,80,0,0,2,1,1
303,303,38,68,0,0,2,1,1
304,304,42,69,1,0,2,1,1
305,305,42,61,0,0,2,1,1
306,306,49,70,1,0,2,1,1
307,307,30,60,0,0,2,1,1
308,308,49,76,0,0,2,1,1
309,309,48,74,0,0,2,1,1
310,310,42,80,1,0,2,1,1
311,311,37,79,1,0,2,1,1
312,312,35,75,0,0,2,1,1
313,313,36,66,0,0,2,1,1
314,314,31,67,1,0,2,1,1
315,315,49,63,0,0,2,1,1
316,316,42,70,0,0,2,1,1
317,317,39,72,0,0,2,1,1
318,318,47,67,0,0,2,1,1
319,319,32,67,0,0,2,1,1
320,320,40,72,1,0,2,1,1
321,321,32,68,1,0,2,1,1
322,322,47,75,0,0,2,1,1
323,323,50,72,1,0,2,1,1
324,324,42,77,1,0,2,1,1
325,325,30,71,0,0,2,1,1
326,326,42,63,0,0,2,1,1
327,327,47,65,0,0,2,1,1
328,328,45,61,1,0,2,1,1
329,329,40,76,1,0,2,1,1
330,330,40,77,0,0,2,1,1
331,331,49,65,1,0,2,1,1
332,332,42,76,0,0,2,1,1
333,333,34,70,0,0,2,1,1
334,334,41,79,0,0,2,1,1
335,335,39,63,0,0,2,1,1
336,336,35,66,0,0,2,1,1
337,337,45,67,0,0,2,1,1
338,338,46,76,0,0,2,1,1
339,339,32,60,0,0,2,1,1
340,340,49,61,0,0,2,1,1
341,341,48,69,0,0,2,1,1
342,342,48,66,0,0,2,1,1
343,343,48,64,0,0,2,1,1
344,344,33,77,0,0,2,1,1
345,345,40,63,1,0,2,1,1
346,346,30,71,0,0,2,1,1
347,347,30,73,0,0,2,1,1
348,348,30,77,1,0,2,1,1
349,349,30,65,0,0,2,1,1
350,350,34,60,0,0,2,1,1
351,351,36,63,0,0,2,1,1
352,352,47,77,0,0,2,1,1
353,353,45,67,0,0,2,1,1
354,354,44,62,0,0,2,1,1
355,355,36,65,1,0,2,1,1
356,356,34,63,0,0,2,1,1
357,357,47,73,1,0,2,1,1
358,358,40,67,0,0,2,1,1
359,359,38,64,0,0,2,1,1
360,360,50,79,0,0,2,1,1
361,361,41,78,0,0,2,1,1
362,362,33,67,0,0,2,1,1
363,363,38,71,0,0,2,1,1
364,364,39,73,0,0,2,1,1
365,365,32,65,0,0,2,1,1
366,366,43,76,1,0,2,1,1
367,367,50,78,0,0,2,1,1
368,368,40,74,1,0,2,1,1
369,369,45,61,0,0,2,1,1
370,370,38,63,0,0,2,1,1
371,371,48,68,0,0,2,1,1
372,372,39,62,0,0,2,1,1
373,373,50,79,0,0,2,1,1
374,374,30,69,1,0,2,1,1
375,375,30,73,0,0,2,1,1
376,376,50,78,1,0,2,1,1
377,377,41,60,0,0,2,1,1
378,378,44,71,0,0,2,1,1
379,379,35,80,0,0,2,1,1
380,380,31,75,0,0,2,1,1
381,381,45,60,0,0,2,1,1
382,382,48,60,0,0,2,1,1
383,383,42,80,0,0,2,1,1
384,384,32,61,0,0,2,1,1
385,385,35,78,0,0,2,1,1
386,386,39,68,1,0,2,1,1
387,387,47,60,0,0,2,1,1
388,388,49,75,0,0,2,1,1
389,389,42,67,1,0,2,1,1
390,390,43,73,0,0,2,1,1
391,391,40,76,0,0,2,1,1
392,392,42,60,0,0,2,1,1
393,393,50,67,0,0,2,1,1
394,394,33,62,0,0,2,1,1
395,395,47,64,0,0,2,1,1
396,396,32,80,0,0,2,1,1
397,397,34,64,0,0,2,1,1
398,398,38,65,0,0,2,1,1
399,399,44,70,0,0,2,1,1
400,400,39,95,0,1,2,1,1
401,401,33,81,0,1,2,1,1
402,402,36,91,0,1,2,1,1
403,403,50,99,0,1,2,1,1
404,404,37,87,0,1,2,1,1
405,405,49,86,0,1,2,1,1
406,406,30,100,0,1,2,1,1
407,407,40,82,0,1,2,1,1
408,408,46,83,1,1,2,1,1
409,409,33,88,0,1,2,1,1
410,410,37,86,1,1,2,1,1
411,411,47,92,1,1,2,1,1
412,412,44,80,0,1,2,1,1
413,413,30,89,0,1,2,1,1
414,414,33,86,1,1,2,1,1
415,415,42,89,0,1,2,1,1
416,416,45,81,1,1,2,1,1
417,417,47,90,0,1,2,1,1
418,418,48,99,1,1,2,1,1
419,419,31,100,0,1,2,1,1
420,420,37,98,0,1,2,1,1
421,421,34,93,0,1,2,1,1
422,422,41,84,1,1,2,1,1
423,423,39,98,0,1,2,1,1
424,424,38,94,0,1,2,1,1
425,425,44,87,0,1,2,1,1
426,426,31,86,0,1,2,1,1
427,427,42,88,1,1,2,1,1
428,428,33,92,1,1,2,1,1
429,429,38,98,0,1,2,1,1
430,430,32,82,0,1,2,1,1
431,431,34,85,0,1,2,1,1
432,432,49,80,0,1,2,1,1
433,433,44,82,0,1,2,1,1
434,434,48,86,0,1,2,1,1
435,435,37,95,0,1,2,1,1
436,436,38,85,0,1,2,1,1
437,437,48,95,0,1,2,1,1
438,438,39,88,0,1,2,1,1
439,439,42,97,1,1,2,1,1
440,440,43,86,0,1,2,1,1
441,441,38,86,0,1,2,1,1
442,442,45,81,0,1,2,1,1
443,443,33,98,1,1,2,1,1
444,444,35,86,0,1,2,1,1
445,445,40,90,0,1,2,1,1
446,446,41,84,0,1,2,1,1
447,447,50,86,1,1,2,1,1
448,448,36,95,0,1,2,1,1
449,449,30,83,0,1,2,1,1
450,450,45,91,0,1,2,1,1
451,451,31,81,0,1,2,1,1
452,452,48,95,0,1,2,1,1
453,453,46,95,1,1,2,1,1
454,454,49,88,0,1,2,1,1
455,455,30,94,0,1,2,1,1
456,456,44,82,0,1,2,1,1
457,457,46,88,0,1,2,1,1
458,458,39,86,0,1,2,1,1
459,459,46,80,0,1,2,1,1
460,460,41,100,0,1,2,1,1
461,461,44,88,1,1,2,1,1
462,462,49,85,0,1,2,1,1
463,463,45,93,0,1,2,1,1
464,464,42,98,0,1,2,1,1
465,465,31,91,1,1,2,1,1
466,466,41,94,0,1,2,1,1
467,467,44,86,1,1,2,1,1
468,468,37,87,0,1,2,1,1
469,469,44,84,0,1,2,1,1
470,470,33,86,0,1,2,1,1
471,471,35,88,0,1,2,1,1
472,472,38,90,0,1,2,1,1
473,473,39,94,0,1,2,1,1
474,474,49,88,0,1,2,1,1
475,475,49,85,1,1,2,1,1
476,476,30,80,1,1,2,1,1
477,477,34,95,0,1,2,1,1
478,478,40,83,0,1,2,1,1
479,479,40,83,0,1,2,1,1
480,480,50,93,0,1,2,1,1
481,481,37,92,0,1,2,1,1
482,482,37,83,0,1,2,1,1
483,483,38,90,1,1,2,1,1
484,484,49,98,0,1,2,1,1
485,485,46,87,0,1,2,1,1
486,486,39,98,0,1,2,1,1
487,487,47,96,0,1,2,1,1
488,488,32,82,0,1,2,1,1
489,489,35,89,0,1,2,1,1
490,490,46,96,0,1,2,1,1
491,491,36,99,0,1,2,1,1
492,492,36,85,0,1,2,1,1
493,493,43,90,0,1,2,1,1
494,494,40,94,0,1,2,1,1
495,495,43,85,1,1,2,1,1
496,496,32,86,1,1,2,1,1
497,497,41,81,1,1,2,1,1
498,498,42,81,0,1,2,1,1
499,499,48,100,0,1,2,1,1
500,500,47,96,0,1,2,1,1
501,501,44,85,0,1,2,1,1
502,502,43,96,0,1,2,1,1
503,503,38,97,0,1,2,1,1
504,504,47,94,0,1,2,1,1
505,505,42,88,0,1,2,1,1
506,506,40,83,0,1,2,1,1
507,507,45,85,0,1,2,1,1
508,508,39,83,0,1,2,1,1
509,509,35,97,1,1,2,1,1
510,510,36,97,0,1,2,1,1
511,511,44,96,0,1,2,1,1
512,512,42,90,0,1,2,1,1
513,513,37,87,0,1,2,1,1
514,514,31,92,0,1,2,1,1
515,515,46,82,0,1,2,1,1
516,516,31,84,0,1,2,1,1
517,517,39,85,0,1,2,1,1
518,518,31,99,0,1,2,1,1
519,519,35,96,1,1,2,1,1
520,520,40,82,0,1,2,1,1
521,521,33,90,0,1,2,1,1
522,522,35,96,0,1,2,1,1
523,523,42,90,0,1,2,1,1
524,524,50,97,0,1,2,1,1
525,525,31,82,0,1,2,1,1
526,526,50,86,0,1,2,1,1
527,527,35,99,0,1,2,1,1
528,528,44,92,0,1,2,1,1
529,529,38,82,0,1,2,1,1
530,530,32,81,0,1,2,1,1
531,531,33,98,0,1,2,1,1
532,532,42,90,0,1,2,1,1
533,533,34,87,0,1,2,1,1
534,534,44,100,0,1,2,1,1
535,535,39,95,0,1,2,1,1
536,536,36,95,0,1,2,1,1
537,537,42,81,0,1,2,1,1
538,538,30,92,0,1,2,1,1
539,539,39,98,1,1,2,1,1
540,540,38,87,0,1,2,1,1
541,541,35,85,0,1,2,1,1
542,542,38,94,1,1,2,1,1
543,543,46,89,0,1,2,1,1
544,544,34,81,0,1,2,1,1
545,545,40,96,0,1,2,1,1
546,546,43,87,0,1,2,1,1
547,547,36,99,0,1,2,1,1
548,548,36,81,0,1,2,1,1
549,549,42,86,0,1,2,1,1
550,550,42,92,0,1,2,1,1
551,551,39,85,0,1,2,1,1
552,552,48,83,1,1,2,1,1
553,553,37,96,1,1,2,1,1
554,554,39,95,0,1,2,1,1
555,555,42,88,1,1,2,1,1
556,556,37,97,0,1,2,1,1
557,557,44,83,0,1,2,1,1
558,558,33,99,0,1,2,1,1
559,559,39,97,0,1,2,1,1
560,560,40,100,0,1,2,1,1
561,561,35,87,0,1,2,1,1
562,562,40,91,0,1,2,1,1
563,563,46,85,0,1,2,1,1
564,564,37,93,0,1,2,1,1
565,565,45,92,0,1,2,1,1
566,566,46,99,0,1,2,1,1
567,567,38,96,0,1,2,1,1
568,568,35,97,1,1,2,1,1
569,569,49,96,0,1,2,1,1
570,570,47,85,0,1,2,1,1
571,571,35,90,0,1,2,1,1
572,572,47,93,1,1,2,1,1
573,573,33,95,0,1,2,1,1
574,574,41,80,0,1,2,1,1
575,575,49,93,0,1,2,1,1
576,576,46,84,0,1,2,1,1
577,577,38,94,0,1,2,1,1
578,578,41,96,1,1,2,1,1
579,579,33,80,1,1,2,1,1
580,580,37,87,0,1,2,1,1
581,581,32,96,0,1,2,1,1
582,582,43,80,1,1,2,1,1
583,583,40,100,0,1,2,1,1
584,584,36,91,0,1,2,1,1
585,585,41,90,0,1,2,1,1
586,586,38,91,0,1,2,1,1
587,587,32,91,0,1,2,1,1
588,588,46,86,0,1,2,1,1
589,589,35,86,0,1,2,1,1
590,590,39,91,0,1,2,1,1
591,591,44,96,0,1,2,1,1
592,592,43,97,0,1,2,1,1
593,593,37,83,0,1,2,1,1
594,594,32,88,0,1,2,1,1
595,595,31,99,0,1,2,1,1
596,596,32,80,0,1,2,1,1
597,597,40,85,0,1,2,1,1
598,598,37,85,0,1,2,1,1
599,599,44,80,0,1,2,1,1
600,600,50,87,1,1,2,1,1
601,601,43,100,0,1,2,1,1
602,602,48,97,0,1,2,1,1
603,603,48,83,0,1,2,1,1
604,604,37,96,0,1,2,1,1
605,605,46,84,0,1,2,1,1
606,606,47,83,0,1,2,1,1
607,607,50,90,1,1,2,1,1
608,608,36,97,1,1,2,1,1
609,609,43,80,0,1,2,1,1
610,610,43,88,0,1,2,1,1
611,611,38,82,0,1,2,1,1
612,612,45,89,0,1,2,1,1
613,613,35,89,1,1,2,1,1
614,614,50,94,0,1,2,1,1
615,615,50,88,0,1,2,1,1
616,616,37,93,0,1,2,1,1
617,617,44,84,0,1,2,1,1
618,618,38,99,1,1,2,1,1
619,619,40,92,0,1,2,1,1
620,620,31,86,0,1,2,1,1
621,621,37,92,1,1,2,1,1
622,622,42,97,0,1,2,1,1
623,623,40,89,0,1,2,1,1
624,624,49,84,0,1,2,1,1
625,625,33,85,0,1,2,1,1
626,626,39,92,0,1,2,1,1
627,627,49,87,0,1,2,1,1
628,628,35,99,1,1,2,1,1
629,629,43,81,1,1,2,1,1
630,630,31,97,0,1,2,1,1
631,631,46,97,0,1,2,1,1
632,632,47,97,0,1,2,1,1
633,633,49,96,0,1,2,1,1
634,634,46,84,0,1,2,1,1
635,635,46,92,1,1,2,1,1
636,636,45,98,1,1,2,1,1
637,637,35,92,0,1,2,1,1
638,638,45,81,0,1,2,1,1
639,639,50,93,0,1,2,1,1
640,640,47,100,1,1,2,1,1
641,641,39,96,0,1,2,1,1
642,642,33,96,0,1,2,1,1
643,643,38,98,1,1,2,1,1
644,644,37,87,0,1,2,1,1
645,645,34,88,1,1,2,1,1
646,646,50,100,0,1,2,1,1
647,647,33,98,0,1,2,1,1
648,648,47,83,0,1,2,1,1
649,649,50,98,0,1,2,1,1
650,650,44,96,0,1,2,1,1
651,651,35,96,0,1,2,1,1
652,652,47,98,1,1,2,1,1
653,653,36,98,0,1,2,1,1
654,654,43,94,0,1,2,1,1
655,655,33,99,0,1,2,1,1
656,656,42,86,0,1,2,1,1
657,657,43,90,0,1,2,1,1
658,658,47,88,1,1,2,1,1
659,659,33,97,0,1,2,1,1
660,660,42,88,0,1,2,1,1
661,661,44,90,0,1,2,1,1
662,662,43,89,0,1,2,1,1
663,663,48,89,0,1,2,1,1
664,664,32,89,0,1,2,1,1
665,665,37,90,0,1,2,1,1
666,666,36,100,0,1,2,1,1
667,667,43,82,0,1,2,1,1
668,668,31,97,0,1,2,1,1
669,669,46,97,0,1,2,1,1
670,670,34,96,0,1,2,1,1
671,671,41,90,1,1,2,1,1
672,672,47,89,0,1,2,1,1
673,673,32,80,0,1,2,1,1
674,674,41,98,0,1,2,1,1
675,675,34,90,0,1,2,1,1
676,676,44,96,0,1,2,1,1
677,677,39,100,0,1,2,1,1
678,678,40,90,0,1,2,1,1
679,679,36,96,1,1,2,1,1
680,680,34,87,0,1,2,1,1
681,681,33,83,0,1,2,1,1
682,682,35,84,0,1,2,1,1
683,683,42,100,0,1,2,1,1
684,684,47,94,0,1,2,1,1
685,685,39,99,0,1,2,1,1
686,686,35,100,0,1,2,1,1
687,687,45,96,0,1,2,1,1
688,688,40,96,0,1,2,1,1
689,689,48,85,0,1,2,1,1
690,690,38,99,0,1,2,1,1
691,691,30,88,0,1,2,1,1
692,692,49,98,0,1,2,1,1
693,693,36,86,0,1,2,1,1
694,694,50,87,0,1,2,1,1
695,695,36,80,0,1,2,1,1
696,696,36,96,0,1,2,1,1
697,697,37,93,0,1,2,1,1
698,698,33,94,0,1,2,1,1
699,699,45,95,0,1,2,1,1
700,700,37,88,1,1,2,1,1
701,701,32,85,1,1,2,1,1
702,702,46,83,1,1,2,1,1
703,703,36,83,0,1,2,1,1
704,704,32,90,0,1,2,1,1
705,705,41,82,0,1,2,1,1
706,706,50,92,0,1,2,1,1
707,707,38,95,0,1,2,1,1
708,708,33,83,0,1,2,1,1
709,709,39,91,0,1,2,1,1
710,710,46,95,0,1,2,1,1
711,711,48,94,0,1,2,1,1
712,712,39,86,0,1,2,1,1
713,713,33,83,0,1,2,1,1
714,714,47,89,0,1,2,1,1
715,715,48,84,0,1,2,1,1
716,716,35,99,0,1,2,1,1
717,717,43,96,0,1,2,1,1
718,718,46,88,0,1,2,1,1
719,719,36,95,1,1,2,1,1
720,720,47,88,1,1,2,1,1
721,721,43,80,0,1,2,1,1
722,722,30,87,1,1,2,1,1
723,723,47,84,0,1,2,1,1
724,724,43,98,0,1,2,1,1
725,725,50,100,0,1,2,1,1
726,726,37,94,0,1,2,1,1
727,727,30,88,0,1,2,1,1
728,728,44,91,0,1,2,1,1
729,729,39,90,0,1,2,1,1
730,730,37,89,0,1,2,1,1
731,731,30,81,0,1,2,1,1
732,732,41,95,0,1,2,1,1
733,733,32,86,0,1,2,1,1
734,734,49,91,0,1,2,1,1
735,735,33,87,1,1,2,1,1
736,736,42,85,1,1,2,1,1
737,737,39,89,0,1,2,1,1
738,738,34,100,0,1,2,1,1
739,739,43,92,0,1,2,1,1
740,740,34,97,1,1,2,1,1
741,741,33,99,0,1,2,1,1
742,742,46,87,0,1,2,1,1
743,743,33,91,0,1,2,1,1
744,744,41,85,1,1,2,1,1
745,745,48,86,0,1,2,1,1
746,746,45,92,0,1,2,1,1
747,747,49,84,0,1,2,1,1
748,748,30,87,0,1,2,1,1
749,749,38,83,0,1,2,1,1
750,750,34,99,0,1,2,1,1
751,751,32,91,1,1,2,1,1
752,752,38,95,0,1,2,1,1
753,753,48,90,0,1,2,1,1
754,754,42,83,0,1,2,1,1
755,755,49,100,0,1,2,1,1
756,756,32,85,1,1,2,1,1
757,757,30,100,0,1,2,1,1
758,758,39,82,0,1,2,1,1
759,759,48,98,0,1,2,1,1
760,760,43,88,1,1,2,1,1
761,761,40,95,0,1,2,1,1
762,762,31,91,0,1,2,1,1
763,763,50,99,0,1,2,1,1
764,764,47,91,0,1,2,1,1
765,765,32,100,0,1,2,1,1
766,766,43,83,0,1,2,1,1
767,767,47,90,0,1,2,1,1
768,768,34,99,0,1,2,1,1
769,769,37,85,1,1,2,1,1
770,770,35,94,0,1,2,1,1
771,771,50,93,0,1,2,1,1
772,772,49,95,0,1,2,1,1
773,773,31,93,0,1,2,1,1
